corp_code,stock_code,corp_name_master,industry_krx,bsns_year,cash_and_cash_equivalents,cfo,current_assets,current_liabilities,finance_costs,inventory,net_income,operating_income,revenue,total_assets,total_equity,total_liabilities,liabilities_to_assets,equity_ratio,current_ratio,quick_ratio,cash_ratio,roa,roe,operating_margin,finance_cost_coverage,cfo_to_assets,cfo_to_liabilities,bs_check,bs_check_relative,weak_liquidity,weak_quick_liquidity,high_leverage,negative_roa,negative_operating_margin,weak_finance_cost_coverage,negative_cfo,flag_weak_liquidity,flag_high_leverage,flag_weak_profitability,flag_weak_coverage,flag_negative_cashflow,available_dimension_count,distress_flag_count,risk_bucket
00138279,010950,S-Oil,화학,2022,1310326000000.0,1278921000000.0,9205981000000.0,8213158000000.0,756627000000.0,4733160000000.0,2104387000000.0,3405166000000.0,42446028000000.0,19613135000000.0,8483469000000.0,11129666000000.0,0.56745981710726,0.43254018289274,1.1208820042181096,0.5445921045230105,0.1595398505666151,0.1072947797483676,0.2480573689843152,0.0802234310357614,4.500455310212297,0.0652073725082706,0.114910995532121,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00138279,010950,S-Oil,화학,2023,1963279000000.0,2525709000000.0,9647760000000.0,9254520000000.0,500292000000.0,4639174000000.0,948848000000.0,1354582000000.0,35726694000000.0,21576123000000.0,9037565000000.0,12538558000000.0,0.5811311883974707,0.4188688116025293,1.042491668935828,0.5412042980078924,0.2121427151273107,0.0439767607924741,0.1049893417087456,0.0379151230729605,2.70758277166135,0.1170603727092212,0.2014353644175032,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00138279,010950,S-Oil,화학,2024,1945837000000.0,1467583000000.0,10048039000000.0,11656683000000.0,832799000000.0,4493062000000.0,-193042000000.0,422177000000.0,36637031000000.0,24451433000000.0,8695647000000.0,15755786000000.0,0.644370659175681,0.3556293408243189,0.8619981344607209,0.4765486888508506,0.1669288767653714,-0.0078949156067867,-0.0221998432089067,0.0115232317815272,0.5069374482918447,0.0600203268250167,0.0931456545550948,0.0,0.0,True,True,False,True,False,True,False,True,False,True,True,False,5,3,High
00138279,010950,S-Oil,화학,2025,1834658000000.0,3942304000000.0,8615556000000.0,12210859000000.0,677632000000.0,4164448000000.0,176952000000.0,235631000000.0,34246957000000.0,26556957000000.0,8887401000000.0,17669556000000.0,0.6653456568838064,0.3346543431161936,0.7055651039783524,0.3645204649402634,0.150248070180812,0.0066631127956414,0.0199104327575632,0.0068803485226439,0.3477270849074423,0.1484471281856577,0.2231127935529336,0.0,0.0,True,True,False,False,False,True,False,True,False,False,True,False,5,2,Moderate
00139889,011790,SKC,화학,2019,79957905564.0,40533569102.0,992719762193.0,1043159965247.0,85859711986.0,385658113202.0,67392287037.0,155080809640.0,2539766499160.0,3972988752154.0,1726373836870.0,2246614915284.0,0.5654722566395318,0.4345277433604682,0.9516467227132736,0.5819449262005176,0.0766497068789133,0.0169626171230569,0.0390369024354455,0.0610610501757902,1.8062116218755424,0.0102022863971171,0.0180420635624935,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,5,1,Watch
00139889,011790,SKC,화학,2020,428586447897.0,337112812601.0,1247268102692.0,1733924057112.0,184738490709.0,336793144277.0,73620866788.0,190788258583.0,2702184519734.0,5406405840533.0,1915113581068.0,3491292259465.0,0.6457695486509768,0.3542304513490232,0.7193326014343631,0.5250950609287206,0.2471771737286162,0.0136173400516935,0.0384420368148315,0.0706051926467926,1.032747738983803,0.0623543297607427,0.0965581760412858,0.0,0.0,True,False,False,False,False,False,False,True,False,False,False,False,5,1,Watch
00139889,011790,SKC,화학,2021,722154796935.0,282512631068.0,1820030594141.0,1720045412510.0,126068890092.0,515479241989.0,342340322117.0,464743373689.0,3396056746194.0,6180132503610.0,2282360691902.0,3897771811708.0,0.6306938903706668,0.3693061096293332,1.058129384784728,0.7584400636540842,0.4198463550338392,0.0553936864487984,0.1499939616606836,0.1368479411334464,3.686423933373642,0.0457130378520162,0.0724805465059287,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00139889,011790,SKC,화학,2022,1098442056091.0,-147158687779.0,2526145050706.0,1870885565853.0,246120261072.0,553271367576.0,-24636826941.0,220255942998.0,3138910077125.0,6393092564908.0,2241850761208.0,4151241803700.0,0.6493323476162962,0.3506676523837038,1.3502402802248596,1.0545132845848326,0.5871241278138694,-0.0038536634173315,-0.0109895035687945,0.0701695612764216,0.8949118696634502,-0.023018388406694,-0.0354493172736499,0.0,0.0,False,False,False,True,False,True,True,False,False,True,True,True,5,3,High
00139889,011790,SKC,화학,2023,531046016471.0,-234741996756.0,2081259893738.0,1845575953952.0,221152824502.0,332902731126.0,-326360017026.0,-216300854733.0,1570751580937.0,7032322131682.0,2524424248940.0,4507897882742.0,0.641025510255429,0.358974489744571,1.127702107995784,0.9473233322465966,0.2877399953840163,-0.0464085704429954,-0.129280970567066,-0.1377053235903605,-0.9780605570834292,-0.033380438546528,-0.0520734947556563,0.0,0.0,False,False,False,True,True,True,True,False,False,True,True,True,5,3,High
00139889,011790,SKC,화학,2024,403559820743.0,-199714849316.0,1520451642691.0,2211034562287.0,356058003012.0,234679326195.0,-455055541599.0,-276832854584.0,1721564345604.0,6748678536179.0,2292732707978.0,4455945828201.0,0.6602693852304735,0.3397306147695265,0.6876652534632066,0.5815252002058493,0.1825208106767788,-0.0674288364988037,-0.19847736284982,-0.1608030831324372,-0.7774937011447264,-0.0295931786119828,-0.0448198557648603,0.0,0.0,True,False,False,True,True,True,True,True,False,True,True,True,5,4,High
00139889,011790,SKC,화학,2025,783286752410.0,-567575812502.0,1779269138668.0,2437828953247.0,267479296431.0,340058970101.0,-719360650768.0,-305025449873.0,1840036441822.0,6740499643049.0,2025734428681.0,4714765214368.0,0.6994682091898045,0.3005317908101956,0.7298580715837962,0.5903655244762284,0.3213050494649029,-0.106722155457693,-0.3551110355745849,-0.1657714178589661,-1.140370316293566,-0.0842038190874026,-0.1203826249443646,0.0,0.0,True,False,False,True,True,True,True,True,False,True,True,True,5,4,High
00140955,014680,한솔케미칼,화학,2019,57077032200.0,101596803399.0,306707463699.0,194313349130.0,11523905489.0,61469632201.0,91031209690.0,111415756439.0,587561120459.0,939194150931.0,520553678128.0,418640472803.0,0.4457443355966516,0.5542556644033483,1.5784168461519636,1.2620740293757706,0.2937370615840406,0.0969248047379373,0.1748738190024202,0.1896241132360196,9.668228930317984,0.1081744422048301,0.2426827074763229,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2020,98150172409.0,165042142694.0,307726380787.0,171630786209.0,10044394192.0,60431307631.0,130080716068.0,151933828832.0,619277678729.0,999200501892.0,622270537996.0,376929963896.0,0.3772315598143494,0.6227684401856506,1.792955608863041,1.440854980730912,0.5718681046504067,0.1301847985681456,0.2090420614913254,0.245340392606799,15.126231201978298,0.1651741991537138,0.4378589088224817,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2021,66050681155.0,143216285623.0,411301736920.0,199711858483.0,6176651067.0,100241721500.0,158670881601.0,197684583161.0,768688180555.0,1197174769029.0,767869701413.0,429305067616.0,0.3585984926529976,0.6414015073470024,2.0594757869874365,1.5575440426161686,0.3307298908373155,0.1325377761926056,0.2066377685029385,0.2571713578557561,32.00514016684051,0.1196285532639142,0.3336002680292199,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2022,99069597710.0,173619763063.0,386120253270.0,153669789765.0,7518951400.0,125407321016.0,166977755320.0,185990108464.0,885470791861.0,1253310602636.0,852496588410.0,400814014226.0,0.3198042156373656,0.6801957843626344,2.5126620779560875,1.696578960983132,0.6446914377998596,0.1332293487095756,0.1958691185280071,0.2100465765483956,24.73617643864542,0.1385289190866476,0.4331678955843696,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2023,67090723198.0,144112563274.0,367414633780.0,247816973238.0,9426230375.0,124426638811.0,108690123238.0,124144351473.0,771654641559.0,1350979663141.0,941487453306.0,409492209835.0,0.3031076048050486,0.6968923951949514,1.4826047989341715,0.980513932496616,0.2707269091434144,0.0804528196858994,0.1154451106664655,0.1608807163035875,13.170095206059504,0.1066726370543145,0.3519299264131751,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2024,83682420420.0,162357290592.0,348048080154.0,272370414176.0,6629163690.0,125926226072.0,124893890949.0,128825376120.0,776356975793.0,1464678817159.0,1071443703044.0,393235114115.0,0.2684787337047368,0.7315212662952633,1.2778483346179397,0.8155138830110584,0.3072375561536804,0.0852704971805719,0.1165659853095156,0.1659357488073227,19.43312643106569,0.1108483912581737,0.4128758718747565,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00140955,014680,한솔케미칼,화학,2025,112551479633.0,200397744222.0,447927418690.0,274800694301.0,12703745646.0,123784800418.0,148134823618.0,156233146521.0,883968714104.0,1600348080121.0,1177266387675.0,423081692446.0,0.2643685443819268,0.7356314556180732,1.630008322320203,1.179555310427833,0.4095749463781119,0.0925641274283278,0.1258294852964872,0.1767405837200466,12.298195420040765,0.1252213482249738,0.4736620558157991,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2019,23032528461.0,106779239598.0,729818738168.0,55883838311.0,166400875.0,32354661823.0,140545751689.0,38471985738.0,502235935419.0,1478277015581.0,1351941869855.0,126335145726.0,0.0854610769121287,0.9145389230878712,13.05956713471388,12.480604364781318,0.4121500805442412,0.0950740288915078,0.1039584281120563,0.076601419820555,231.20062161932745,0.0722322260797872,0.8452061299678751,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2020,22093630814.0,84004855459.0,755493781403.0,55895949631.0,602543298.0,40213750382.0,120588759228.0,45114689622.0,493040722301.0,1525770284059.0,1397256601851.0,128513682208.0,0.0842287227315213,0.9157712772684788,13.516073819130568,12.79663438483393,0.3952635380533338,0.0790346754605799,0.0863039466539298,0.0915029683784569,74.87377217827755,0.0550573414207034,0.653664683913093,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2021,20526764934.0,84765950306.0,780421145328.0,58685673847.0,510445705.0,48371447891.0,115145658677.0,38374679515.0,535327319245.0,1582577880310.0,1448607177260.0,133970703050.0,0.0846534661686017,0.9153465338313984,13.29832468759997,12.47407841555222,0.3497747165264819,0.0727582889345356,0.079487151854925,0.0716845155018836,75.17876855286696,0.053561945582985,0.6327200527891833,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2022,20756866697.0,86159438842.0,812498508803.0,67707637636.0,416350751.0,57145306654.0,169611048759.0,39175078067.0,556486608719.0,1627852719302.0,1545550258853.0,82302460449.0,0.050558910811225,0.9494410891887748,12.000101276181526,11.156100382793158,0.3065661042346516,0.104193116949626,0.1097415291333673,0.0703971622195523,94.0915273310027,0.0529282765082973,1.046863464007738,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2023,35097497319.0,118090904703.0,851964860367.0,57996437367.0,212739783.0,55701870591.0,146302302445.0,43752486840.0,489695541569.0,1694019807604.0,1622874727791.0,71145079813.0,0.0419977850870744,0.9580022149129256,14.689951642646388,13.729515568986898,0.6051664362916624,0.0863639857032888,0.0901500898003024,0.0893463042359251,205.6619886652794,0.0697104627542851,1.6598604571587228,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2024,29362996096.0,113240689853.0,899754296790.0,59271554235.0,258636931.0,66769587918.0,159046264652.0,44476967156.0,488860392545.0,1779146551075.0,1709476549885.0,69670001190.0,0.039159225611799,0.960840774388201,15.180204204240232,14.053701132407973,0.4953977751212921,0.0893946957634831,0.0930379914615964,0.0909809177308342,171.96680684399243,0.0636488825412259,1.6253866501907548,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00144395,026960,동서,유통,2025,38923278454.0,106243502438.0,896818125836.0,50762863252.0,439701085.0,68190795291.0,146463695390.0,45337393517.0,532878500925.0,1798366336076.0,1737278347482.0,61087988594.0,0.0339686010400376,0.9660313989599624,17.666815234277912,16.323494725494093,0.7667668047165654,0.0814426362704169,0.084306406974037,0.0850801701294025,103.1095784469124,0.0590777864925014,1.739188093818416,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2019,274215080262.0,65985413049.0,1116950744221.0,352226653761.0,5559537807.0,186909878134.0,36612325771.0,12535759291.0,1480353606936.0,2117200258200.0,1649991371524.0,467208886676.0,0.2206729783195904,0.7793270216804095,3.171113634628276,2.640461351110783,0.7785188239844734,0.0172928024305679,0.0221894043828746,0.0084680844037974,2.254820405253159,0.0311663541478591,0.1412332148013262,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2020,353490296919.0,28830248876.0,1195516580490.0,382174655875.0,23148442862.0,251985113922.0,190401937316.0,84255098219.0,1619865302675.0,2393522100926.0,1846502193853.0,547019907073.0,0.2285418241433284,0.7714581758566715,3.128194300987411,2.468848868085607,0.9249443715980424,0.079548852814995,0.1031149261288979,0.0520136446406151,3.639773902775612,0.0120451149646147,0.052704204185667,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2021,253587520811.0,99000468381.0,1224097103095.0,431979507891.0,3571600952.0,274780428440.0,99126677873.0,48596120264.0,1687810317744.0,2463811804950.0,1935889087603.0,527922717347.0,0.2142707151115844,0.7857292848884156,2.8336925264609367,2.1975965463957565,0.5870359963347773,0.0402330558177562,0.0512047299133948,0.0287924062041258,13.606256946702706,0.0401818305205372,0.1875283353565701,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2022,293036245029.0,99528971405.0,1188897717371.0,434154259039.0,17227654806.0,275215897889.0,90592526174.0,36028967211.0,1775846942745.0,2472728072149.0,2007806369446.0,464921702703.0,0.1880197454542365,0.8119802545457635,2.7384223294333765,2.1045096309879208,0.6749588168906495,0.0366366715347182,0.0451201508036836,0.0202883291030186,2.0913448531863974,0.0402506739523935,0.2140768452544811,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2023,299257957184.0,144128102312.0,1256459307871.0,583192369256.0,15951253526.0,284758946262.0,134031517424.0,56759795062.0,1858983759666.0,2814070521926.0,2101732643463.0,712337878463.0,0.2531343379324635,0.7468656620675365,2.15445087094317,1.6661746840903182,0.5131376419855671,0.0476290542044647,0.0637719159194091,0.0305327008731899,3.5583281884074798,0.0512169475459187,0.2023310940911676,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2024,306475668968.0,54601585042.0,1360261256866.0,619136487792.0,19397356560.0,343155941089.0,55163455235.0,54880319609.0,2067791451854.0,2942048836634.0,2150670010559.0,791378826075.0,0.2689890175244055,0.7310109824755945,2.1970297078064998,1.642780446366938,0.4950050191048682,0.0187500134423711,0.0256494278360546,0.0265405486417858,2.8292679695423404,0.0185590342220388,0.0689955091581201,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145109,000100,유한양행,제약,2025,348564938250.0,106227395422.0,1511630227301.0,733553439318.0,25496755496.0,372764189868.0,185318996567.0,104374493823.0,2186637586358.0,3220925833989.0,2362284335746.0,858641498243.0,0.2665822010498154,0.7334177989501846,2.060695439866514,1.5525331576276538,0.475173204250897,0.0575359403223169,0.0784490646459275,0.0477328728245466,4.093638260733784,0.0329803916318188,0.1237156550660181,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145880,004020,현대제철,금속,2019,915767249640.0,626355650890.0,9578737698343.0,6420343347706.0,,5415551805006.0,25613298147.0,331297506282.0,20512590431956.0,34366332508379.0,17233740124645.0,17132592383734.0,0.4985283890725561,0.5014716109274439,1.4919354276847985,0.6484366439412487,0.1426352455071122,0.0007453020522557,0.0014862298004814,0.0161509345872708,,0.018225850859625,0.0365593038613744,0.0,0.0,False,False,False,False,False,,False,False,False,False,,False,4,,Insufficient data
00145880,004020,현대제철,금속,2020,917233010613.0,2014160118424.0,9934768948051.0,6072727118058.0,,4687841156709.0,-440119749803.0,73032437891.0,18023398349630.0,34845040108141.0,16693031341559.0,18152008766582.0,0.5209352237864426,0.4790647762135574,1.63596498820254,0.8640150774665333,0.1510413678700455,-0.0126307717952711,-0.0263654779529034,0.0040520903147268,,0.0578033519884921,0.1109607286071878,0.0,0.0,False,False,False,True,False,,False,False,False,True,,False,4,,Insufficient data
00145880,004020,현대제철,금속,2021,1380923938134.0,2002894272429.0,12775842710567.0,7466844695256.0,,6730410666644.0,1505154568208.0,2447503013134.0,22849920977857.0,37042298365641.0,18260404159820.0,18781894205821.0,0.5070391156732963,0.4929608843267037,1.7110095672250998,0.8096367730487172,0.1849407607220435,0.0406334011283739,0.082427231896648,0.107112099665718,,0.0540704643286067,0.1066396312576529,0.0,0.0,False,False,False,False,False,,False,False,False,False,,False,4,,Insufficient data
00145880,004020,현대제철,금속,2022,1698640645955.0,2179616640426.0,13191046262816.0,8119176425020.0,,6704290295550.0,1038192930309.0,1616457125289.0,27340601237802.0,36800955829773.0,19128542977421.0,17672412852352.0,0.4802161371595279,0.5197838628404721,1.6246778703030222,0.7989426054687586,0.2092134173511096,0.0282110316675273,0.0542745431021309,0.0591229545842625,,0.0592271747100283,0.123334411584659,0.0,0.0,False,False,False,False,False,,False,False,False,False,,False,4,,Insufficient data
00145880,004020,현대제철,금속,2023,1385746851111.0,1948393342394.0,11953568810846.0,7984156916980.0,650501875429.0,6279341225306.0,442983461011.0,798325068073.0,25914760456167.0,35218841930044.0,19496000328022.0,15722841602022.0,0.4464326690029344,0.5535673309970656,1.4971610572212333,0.7106858801174804,0.1735620761866435,0.0125780246236065,0.0227217610565122,0.0308058054182407,1.227244836990688,0.0553224704623774,0.1239211964167743,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00145880,004020,현대제철,금속,2024,1295644723235.0,1777143870407.0,11459924503844.0,7699051534479.0,664452046561.0,6290612480012.0,8814214272.0,159492008580.0,23226141091217.0,34743788025637.0,19333565136259.0,15410222889378.0,0.4435389393351983,0.5564610606648016,1.4884852312681007,0.6714219278416365,0.1682862775281679,0.0002536918042873,0.0004559021685798,0.0068669180968814,0.2400353936833842,0.0511499744672534,0.1153223988493998,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,5,1,Watch
00145880,004020,현대제철,금속,2025,1342926134232.0,2053257208793.0,11317571986110.0,7410535432859.0,651470097789.0,5740330286421.0,1389012026.0,219235156230.0,22733237259727.0,34442304939493.0,19840176064055.0,14602128875438.0,0.4239591078788279,0.576040892121172,1.5272272953350765,0.7526098147994805,0.181218502549403,4.032866059458466e-05,7.001006551128908e-05,0.0096438159565767,0.3365237437206312,0.0596143960864433,0.1406135520586145,0.0,0.0,False,False,False,False,False,True,False,False,False,False,True,False,5,1,Watch
00149655,028260,삼성물산,유통,2019,2704409055099.0,770849628968.0,11753694780360.0,10929358012187.0,193236625934.0,1897381629004.0,1047890680687.0,866770072122.0,30761501059039.0,45905516600415.0,26692096307354.0,19213420293061.0,0.4185427311559174,0.5814572688440826,1.075424079552871,0.9018199550573346,0.247444456671965,0.0228271187928974,0.0392584632027681,0.028177105871994,4.485537190128984,0.0167920913662265,0.0401203750925281,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2020,2402466493357.0,1267896575704.0,12900558536675.0,10888458895923.0,190390955271.0,2019263120927.0,1160650819953.0,857079813534.0,30216118916989.0,54331740265746.0,32945482242712.0,21386258023034.0,0.3936236520021278,0.6063763479978722,1.1847919581627293,0.999342103391906,0.2206433909813043,0.0213622978810554,0.0352294378756514,0.0283649867770445,4.501683456097186,0.0233362040218571,0.059285573677191,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2021,2254546929858.0,1195731728299.0,15144027183146.0,11875536780965.0,174726796114.0,2810438798684.0,1829084039967.0,1195982736408.0,34455181882704.0,55245423114466.0,33152239482954.0,22093183631512.0,0.399909755161725,0.600090244838275,1.275228855963798,1.0385710230994527,0.189848001942258,0.0331083361634722,0.0551722619193634,0.0347112588312403,6.844873041841186,0.0216439962061924,0.0541222011387033,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2022,4200424490443.0,2618286420045.0,20312841472941.0,16413402987394.0,396701103688.0,4108795374087.0,2544956968509.0,2528524413589.0,43161653399535.0,58981492466950.0,31964121380517.0,27017371086433.0,0.4580652329469631,0.5419347670530369,1.2375764787193666,0.9872447603522078,0.2559142972160652,0.0431483989648965,0.079619174830822,0.0585826587823959,6.373877940046393,0.0443916610199741,0.0969112209943992,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2023,3119516302897.0,2798653381137.0,18977560736022.0,14759071583172.0,333640948236.0,4470088756719.0,2719106116709.0,2870173816853.0,41895681215734.0,66127029212679.0,39897109481722.0,26229919730957.0,0.3966595814639704,0.6033404185360295,1.2858234767056649,0.9829528840990333,0.2113626379083228,0.0411194355633875,0.0681529602527897,0.0685076297500349,8.602582602728939,0.0423223818529019,0.1066969861075854,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2024,3622371844804.0,3306879187574.0,20180976210724.0,14747260718483.0,267653634612.0,5125896844856.0,2772012091811.0,2983396694918.0,42103238027336.0,61990426835548.0,37258539898529.0,24731886937019.0,0.3989630044430773,0.6010369955569226,1.3684559184222485,1.020872937236351,0.2456301488088576,0.0447167769817872,0.0743993752669959,0.0708590796028798,11.146483025507331,0.0533449978711502,0.133709134122889,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00149655,028260,삼성물산,유통,2025,3458217651048.0,3023741373868.0,21356404512532.0,13871980126883.0,185633761663.0,5642125021821.0,3906652564846.0,3292747495925.0,40742240967149.0,86532745699428.0,57496949405446.0,29035796293982.0,0.3355469199467911,0.6644530800532089,1.5395354028185688,1.1328072378259642,0.2492951705103872,0.0451465226634063,0.0679453884987499,0.0808190079328229,17.7378698057235,0.0349433194269714,0.1041384001751901,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155212,022100,포스코DX,일반서비스,2019,97735816378.0,63834635178.0,453829005436.0,268536477191.0,5304167715.0,2065769623.0,39675367921.0,48101224987.0,969787009533.0,675419399549.0,366269191331.0,309150208218.0,0.4577159146219813,0.5422840853780186,1.6900087845913323,1.6823160880734933,0.3639573193197293,0.0587418246314698,0.1083229735398222,0.0495997827504032,9.068571653752846,0.094511107055297,0.2064842056744999,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155212,022100,포스코DX,일반서비스,2020,137287016483.0,65554811247.0,479765665587.0,288478113747.0,14552594321.0,5540312950.0,8996905609.0,26087467478.0,964202340142.0,684444510737.0,369962832271.0,314481678466.0,0.4594699402693297,0.5405300597306703,1.6630920777850144,1.6438867631147345,0.475900978066582,0.0131448283503833,0.0243184039698607,0.0270560092958891,1.7926334578264644,0.0957781240387354,0.208453514897172,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155212,022100,포스코DX,일반서비스,2021,29621367106.0,-51913027153.0,441810639746.0,275742799840.0,3147164775.0,3496020444.0,-13923043578.0,-19477262841.0,869274143659.0,646969959736.0,359203925784.0,287766033952.0,0.4447904104688642,0.5552095895311357,1.6022563055222512,1.5895777498318449,0.1074239005449564,-0.0215203864854581,-0.0387608335505006,-0.0224063524528811,-6.188828432410248,-0.0802402435720252,-0.1804001203340739,0.0,0.0,False,False,False,True,True,True,True,False,False,True,True,True,5,3,High
00155212,022100,포스코DX,일반서비스,2022,32014522081.0,-3942810359.0,603491896789.0,431131515113.0,4106415524.0,32219575113.0,45850938928.0,64668494002.0,1152680199426.0,851593785984.0,413992509859.0,437601276125.0,0.5138615186339814,0.4861384813660185,1.399786087618355,1.3250534967880252,0.0742569748644075,0.0538413263255792,0.1107530639711722,0.0561027195871005,15.748161291531297,-0.0046299191279844,-0.0090100522418809,0.0,0.0,False,False,False,False,False,False,True,False,False,False,False,True,5,1,Watch
00155212,022100,포스코DX,일반서비스,2023,60162678094.0,21821037018.0,661855691387.0,421366947879.0,3136105585.0,19082720969.0,92128228460.0,110563784581.0,1485875620930.0,889807220460.0,461449382203.0,428357838257.0,0.4814052172284617,0.5185947827715384,1.5707347116771455,1.525447056665154,0.1427797751979264,0.103537290259763,0.1996496950980229,0.0744098516885275,35.255121865101366,0.0245233310274997,0.0509411409553993,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155212,022100,포스코DX,일반서비스,2024,129180234831.0,97799461517.0,676687634640.0,355027712350.0,2333192381.0,18294772530.0,88599060003.0,108991969223.0,1473290670631.0,892453016139.0,525897500876.0,366555515263.0,0.4107280816292393,0.5892719183707608,1.9060135620424337,1.8544830141623727,0.3638595814843016,0.0992758816439482,0.1684721069322794,0.073978591866274,46.71366583851364,0.1095849974714721,0.2668066839666287,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155212,022100,포스코DX,일반서비스,2025,246949912811.0,145951092070.0,611989985049.0,251651441174.0,3606079773.0,13088704175.0,52623905401.0,60388586087.0,1075175363044.0,834391536739.0,572559763845.0,261831772894.0,0.3137996508417387,0.6862003491582613,2.4318954113433837,2.379884168674004,0.9813173000676392,0.0630685991934514,0.0919098908515793,0.0561662666042029,16.746325619069992,0.1749191903844225,0.5574231517314243,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155276,003670,포스코퓨처엠,전기·전자,2019,210077042304.0,62778335158.0,649644634524.0,250654203754.0,6747291531.0,188389556557.0,101163401402.0,89854950156.0,1483769011914.0,1730132565095.0,1006317943236.0,723814621859.0,0.4183578972280982,0.5816421027719018,2.591796286654669,1.840204836220064,0.8381149773581148,0.0584714740609747,0.1005282695016751,0.0605585838728973,13.31718805140806,0.0362852745648151,0.0867326153162864,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155276,003670,포스코퓨처엠,전기·전자,2020,121680352793.0,38284489711.0,810610645263.0,220646155831.0,44992082583.0,186576655314.0,29747509154.0,60269659752.0,1566235713095.0,2088053324226.0,1023617314136.0,1064436010090.0,0.5097743423217246,0.4902256576782753,3.67380361651926,2.8282114755127106,0.551472797405992,0.0142465275234418,0.0290611625489246,0.038480580699378,1.3395614581924808,0.0183350153306986,0.0359669245948969,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
00155276,003670,포스코퓨처엠,전기·전자,2021,72279983706.0,103036995180.0,2084228054184.0,634649798414.0,34160853198.0,440557698562.0,133761698843.0,121675892582.0,1989542181862.0,3922480303898.0,2438429932291.0,1484050371607.0,0.3783448880883382,0.6216551119116617,3.284060058622124,2.5898855711126965,0.1138895559198613,0.0341013054189394,0.0548556663743565,0.0611577345236904,3.5618516866880743,0.0262683269760732,0.069429580795446,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,5,0,Low
