corp_code,stock_code,corp_name_master,industry_krx,bsns_year,cash_and_cash_equivalents,cfo,current_assets,current_liabilities,finance_costs,inventory,net_income,operating_income,revenue,total_assets,total_equity,total_liabilities,liabilities_to_assets,equity_ratio,current_ratio,quick_ratio,cash_ratio,roa,roe,operating_margin,finance_cost_coverage,cfo_to_assets,cfo_to_liabilities,bs_check,bs_check_relative
00105873,034220,LG디스플레이,전기·전자,2019,3336003000000.0,2706545000000.0,10248315000000.0,10984976000000.0,443247000000.0,2051155000000.0,-2872078000000.0,-1359382000000.0,23475567000000.0,35574563000000.0,12488281000000.0,23086282000000.0,0.6489547601751285,0.3510452398248715,0.9329392253565233,0.7462155584136005,0.3036877822946541,-0.08073403459657397,-0.22998185258643683,-0.05790624780223626,-3.066872421020334,0.07608090646117002,0.11723607118720979,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2020,4218099000000.0,2286948000000.0,11099470000000.0,11006948000000.0,802678000000.0,2170656000000.0,-70636000000.0,-29117000000.0,24230124000000.0,35071523000000.0,12736939000000.0,22334584000000.0,0.6368296010412778,0.36317039895872216,1.0084057815118233,0.8111979814931441,0.3832214888268755,-0.0020140556770232077,-0.005545759463871186,-0.0012016859674345867,-0.03627482003991638,0.0652081177084896,0.10239492260075227,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2021,3541597000000.0,5753446000000.0,13187067000000.0,13994817000000.0,916614000000.0,3350375000000.0,1333544000000.0,2230608000000.0,29878043000000.0,38154515000000.0,14762501000000.0,23392014000000.0,0.6130863935762255,0.3869136064237745,0.9422822034757582,0.7028810737575204,0.25306490252784297,0.034951145362482006,0.09033320302569328,0.07465709852549579,2.433530362835392,0.1507933202662909,0.2459577016327025,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2022,1824649000000.0,3011020000000.0,9444035000000.0,13961520000000.0,966363000000.0,2872918000000.0,-3195585000000.0,-2085047000000.0,26151781000000.0,35686019000000.0,11319227000000.0,24366792000000.0,0.6828105987389628,0.3171894012610373,0.6764331534102304,0.47065914026552985,0.13069128576258174,-0.08954725378585938,-0.2823147729080793,-0.0797286808114522,-2.1576229636275395,0.08437534038190138,0.12357063662709478,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2023,2257522000000.0,1682748000000.0,9503186000000.0,13885028000000.0,1634534000000.0,2527728000000.0,-2576729000000.0,-2510164000000.0,21330819000000.0,35759298000000.0,8770544000000.0,26988754000000.0,0.7547338876730746,0.24526611232692544,0.6844196497119055,0.5023726275524976,0.16258678052359707,-0.07205759464293734,-0.2937935206755704,-0.11767780693277646,-1.5357062012781624,0.04705763519183179,0.06234996991709955,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2024,2021640000000.0,2411761000000.0,10123037000000.0,15859084000000.0,1821912000000.0,2671242000000.0,-2409300000000.0,-560596000000.0,26615347000000.0,32859566000000.0,8072807000000.0,24786759000000.0,0.7543239919845564,0.24567600801544365,0.638311582182174,0.46987549848402343,0.12747520600811496,-0.07332111446633227,-0.29844637683026487,-0.02106288525939564,-0.30769652979946344,0.07339600894302743,0.09730037718928884,0.0,0.0
00105873,034220,LG디스플레이,전기·전자,2025,1572058000000.0,2352083000000.0,6982077000000.0,9596471000000.0,1152916000000.0,2545666000000.0,303807000000.0,516977000000.0,25810082000000.0,26916700000000.0,7839238000000.0,19077462000000.0,0.7087593204218943,0.2912406795781058,0.7275671442137427,0.4622960878014428,0.16381626120685405,0.011286933390794562,0.038754659572779904,0.020030040973910892,0.44840821013846627,0.0873837803296838,0.12329119041096766,0.0,0.0
00105961,011070,LG이노텍,전기·전자,2019,799575276871.0,769041422028.0,2530944169760.0,2046234453957.0,93748526003.0,488148655157.0,102300470956.0,403129277832.0,8302068230724.0,5770780509572.0,2204604257510.0,3566176252062.0,0.61797121657058,0.3820287834294201,1.2368788751776074,0.9983193815609205,0.3907544784639827,0.01772731969034589,0.046403099607338925,0.04855769268916792,4.300113239317487,0.1332647153625736,0.21564874186555763,0.0,0.0
00105961,011070,LG이노텍,전기·전자,2020,694606987268.0,950268413751.0,3161799525105.0,2284222240450.0,98896037341.0,859393512529.0,236127867008.0,681019009060.0,9541789540547.0,6038600271628.0,2427687837098.0,3610912434530.0,0.5979717603590446,0.4020282396409554,1.3841908502222244,1.0079605967422933,0.30408905708367495,0.039103079585749795,0.09726450962915463,0.07137225215103198,6.886211291882221,0.15736567598550594,0.2631657319252296,0.0,0.0
00105961,011070,LG이노텍,전기·전자,2021,565874458592.0,1177629168876.0,4113364037891.0,3310267874012.0,67217820514.0,1392013529303.0,888282436433.0,1264223240881.0,14945609219058.0,7741352841297.0,3314206193932.0,4427146647365.0,0.5718828140409716,0.4281171859590283,1.2426076059233413,0.8220937435162188,0.17094521655921693,0.11474511686050155,0.2680226830965924,0.08458827086612948,18.807858261600284,0.15212188270166715,0.26600184332653964,0.0,0.0
