bsns_year,corp_code,stock_code,corp_name_master,industry_krx,sj_div,account_id,account_nm,thstrm_amount,frmtrm_amount
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,유형자산처분이익,6133845473.0,6311621218.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,무형자산손상차손환입,2750000.0,259500000.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,무형자산처분이익,163750000.0,17900491.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,리스거래이익,195229.0,0.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,이자수익,10318693547.0,9038135120.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,대손충당금환입,6187540615.0,412582118.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,기타의대손충당금환입,1997160.0,25084118.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,배당금수익,5486877.0,94762925.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,파생상품자산/부채거래이익,19524706744.0,11294876870.0
2019,00105855,010120,엘에스일렉트릭,전기·전자,CF,-표준계정코드 미사용-,파생상품자산/부채평가이익,12209263092.0,989260880.0
